1681d2116c96d07b69bf2730271f3161153a6670|||||1
972e54adcd435e87f15c972bb61836a1ee94a4cc|||||2
0489df9a430e9607de8130a6bc4bf4c02f96eaf1|||||1
83ef26ac1326fdd2fc8d160967cdca2e8b46ccd4|||||1
b04bf5833e8a0d6ae4e3f7b35b30c4ab6ff7ea1b|||||1
0d1223dd9273b2ba3e965a81092a239405a4931c|||||2
ceb3b10613eba86ddf043345338e32673a27f87a|||||10
95c3e451e6277462790b56aac568414c067a11f8|||||2
6c702da653d1a32e1410597f62b4f54ddaff1f9d|||||2
93c2fb253d177a0b8f4f93592441f88c9b7d6245|||||1
d9f11ba9f107aa335091ab8d7ba5eea714e46e8b|||||3
2ff7e61e0d30ff166a2ae94575526bffe11fd1a8|||||5
6512dd4dcf640412637ece8a412e83c3a0046d2f|||||1
cec572561a748396c783c1ea91a289816d3c4f18|||||2
34d4fcd8813a990d0afb86893fdd64748adca6cb|||||1
527bd754d1ffc4bbd89a33c643e74c53d713eb4e|||||5
e3ebc381a966f7fb41b13c2823ff96f9d6d7a377|||||1
db9e44fb057311ca3f41ba63eb5f3b5c5ab7632d|||||2
36b8defc447627c3e91058c43941ec15d827556e|||||2
b4e9e2f0fc87b876a4e2162733c1940e861785b1|||||7
c200dac78fec66d87ef262cac38cfe4feabdf737|||||1
6b50e119c440b7532ed749b635a58b3839f62992|||||1
be5eb33d5d1bd076d98564ba2fea7a4ed36ca24f|||||3
0629a330cf55454962168dd3ee46fad53a39323e|||||4
9ce7a956327ad6c14e1a7eb9f4cb5300c8b61db6|||||1
ec22eb53106be1472ba6573dc900943f52f8fd1e|||||2
a87730cc3acc475eff12ddde3f7d5687371b5c76|||||1
25da77f83068bfc95d08ddfb8e6c53983901e278|||||1
80da44c29d997e28c4442825f35f4ac339813877|||||1
de901cc31d151c4c855346c29fb61eaf5ffac3ad|||||1
29fea8aa21a69418386e3e08fa546a0ba9bee96d|||||4
3b17d4175414baefaaf59948b5e0bc030cc3d943|||||1
33b0b6913d1304407f71a6a92ef1ad9e064cdf01|||||2
52c44d93c26f5a76068c0a8cc83bb8f56f38043d|||||1
3fcc773be62a9c42dc9a5c1108da298fb9f66cfa|||||1
073a391ca0352d4c66b6ffc4ff5db18a457f5519|||||2
a0b6d712f53ace54d4db8fcb99bc09415efc72fc|||||1
5356c32742bd51c8c57065d2389a2c4bc036adcd|||||2
a733390f9a79876635013e57da25f91b6e78ffe6|||||3
06d15a2ede999a77f0d05aa600ed473d90d9a909|||||5
58eb7932ae4d671d2a2377a1779eda96a2789b11|||||1
3437d3c886ed07863acde923a627395abb177aa9|||||2
6c42778780c40c7db0ee2bb56436cae86e4c1ba4|||||4
b7f05d4ae0a66ec0494dd0f9a7f2114cbe6fd2ea|||||2
27bc944ca39ff1ed69bc48a38dc057e15ea3d1c0|||||1
697a521fbc6dd6f64489d0feeb09631b227fcd67|||||6
e547c0031697a0cb5ff7f4a66754fb3e082754ff|||||1
a9e340dce3c3bceeb42f6b6d33b7858822d76cb6|||||1
33c77efbbef92cffd0d1f351fad816eeefbbdeb9|||||1
a0d21ba120d2c7daae847633bb59a3c3375cc1d7|||||1
bdb421663d936eb9b29c743a668614276cf3b97d|||||3
16f46050e7094a95554555a505a984535d253cf6|||||1
dea16bdae2f1ab629702ca912dabe00f3dcdac25|||||5
c9dc4cfa10a1266376dde151485f7b493447258b|||||2
a1a587073ccdc6ffae414259f65d0a94cadd0a72|||||63
3bbe0869884ceebffd59d5519c1d560207c6e116|||||1
b9762bebc6332b40c33e03dea03e30fa12d9e3ed|||||1
be0726d33cb8f411945884664924bed3cb8c70ee|||||1
ae5848cb4511bbbfe0306fcdbe5d9a95cd9546a9|||||7
5ed70bb47767d1f57a5e85e585a327917ded0373|||||4
e0b10844d9e617a1a5ce2ddf73d38aaa0a47a2a4|||||2
22e2db68e809eebe5e44315c5f8184da22ec2822|||||1
fd9b4be8002cae5f854c7acd9e86d31780ebaf16|||||1
a43a98da75ff2821e484e5cb2a7f3ad0354255c8|||||4
58383c78425e4ee1c077253cf297b641c861c02e|||||62
ce078af76faffc5353256ce487dbd85a6f1ad3a4|||||1
65bd342ff2f1f9f3ca4a17691a825935d2aa13c9|||||1
68e16fcfaf9bbde573e89f783cf1ca60acb49cf5|||||1
788f4e4cf063173c25e3f3ad81e7cee923686ab1|||||1
3cade2f3d98a7fcfd36fcb0d743f5ed5cdffb119|||||1
6fc1367582534a54476c701326f00e7d2ec81f22|||||2
bf5d68c7304008ef838f1a2ca1aae8fab74d633d|||||1
14262a4bbc6f86d339a20c744978937c2045227a|||||2
44b44c98caff2f1188c08ca7f539f24059ec76b0|||||1
cab8e3e20d5cb89c876c30d24d38f1caf1d9bdb8|||||2
b2c5cdcfd4bcc1fbf1caefe7f3ff909bcee10a6c|||||1
f6e500660d74bdcc32560eb7f94a434f38d1c9f2|||||1
f413cbb332a0b5251a790f396d0eb4ebcade5dec|||||8
bb45e51cb0f8fea496eb2d6a9ef2ffb5da564048|||||1
5208fea64e4fbd8a6f180ee915bb8ab247092469|||||1
41e7864ab5ce4ec36e89a9f55d8d9dfe19b0392c|||||1
6c467a106f4c93a05b359b6732bb2161d74a29ae|||||1
acbf7faaf925a5843d128dfbd30daaaab2de42f7|||||1
3f4db2e2cc412811697a784d6e42759fe9ea974d|||||1
58f9d806d16a38ed3bae11e2ada83393436a4956|||||1
0c7112a00272c633a79cad91ea9c1a0f40330f5d|||||1
